Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,States
2021,AK,Alaska,Northwest Arctic,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.8,,,32.9,49.2,7560,02188,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Chugach,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7,,,6.3,7.6,6941,02063,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-146.2030924 60.4884737),1,
2021,AK,Alaska,Fairbanks North Star,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8,,,6.8,9.1,95593,02090,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-146.5481586 64.6760436),1673,51
2020,AK,Alaska,Matanuska-Susitna,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,79.3,,,76.5,81.6,110686,02170,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Chugach,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.8,,,4.3,5.3,6941,02063,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-146.2030924 60.4884737),1,
2020,AK,Alaska,Petersburg,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,38.5,,,30.3,46.8,3356,02195,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Skagway,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,51.3,,,46.1,56.6,1132,02230,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,14.7,,,12.7,16.7,5729,02198,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-133.1623885 55.6827733),1708,
2020,AK,Alaska,Anchorage,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,41,,,34.9,46.9,288121,02020,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Juneau,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.8,,,6.1,7.5,31973,02110,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.5,,,6.3,8.8,6970,02240,HLTHOUT,COPD,CrdPrv,COPD,POINT (-143.2186282 63.8649972),983,51
2020,AK,Alaska,Northwest Arctic,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,57.8,,,55.0,60.8,7560,02188,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-160.0210864 67.0050655),116,51
2020,AK,Alaska,Chugach,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.7,,,79.8,83.7,6941,02063,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-146.2030924 60.4884737),1,
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,31.8,,,27.6,36.1,2332,02105,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Copper River,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,20,,,17.8,22.4,2630,02066,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Kenai Peninsula,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,9.1,,,7.9,10.2,59767,02122,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Skagway,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.5,7.6,1132,02230,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Anchorage,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,62.7,,,58.7,66.4,288121,02020,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.1,,,19.3,25.2,110686,02170,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.6,,,10.9,14.4,2332,02105,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Bethel,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,44.2,,,39.1,49.5,18557,02050,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Lake and Peninsula,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,72.7,,,68.3,76.3,1416,02164,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.3,2.9,288121,02020,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Aleutians West,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,75,,,71.3,78.8,5059,02016,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (178.338813 51.9594469),,
2021,AK,Alaska,Sitka,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.7,,,25.5,38.3,8407,02220,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-135.3673965 57.1932044),118,
2021,AK,Alaska,Haines,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4,,,3.6,4.5,2071,02100,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-135.5757906 59.0984037),1674,51
2021,AK,Alaska,Skagway,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.8,,,2.5,3.2,1132,02230,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.2,,,22.1,30.6,704,02282,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.3,,,7.8,10.8,2332,02105,HLTHOUT,COPD,CrdPrv,COPD,POINT (-135.884909 58.403336),109,51
2020,AK,Alaska,Yakutat,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,33.4,,,28.0,38.8,704,02282,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Wrangell,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,11.3,,,10.1,12.7,2055,02275,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Nome,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,18.1,,,15.7,20.8,9865,02180,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Yakutat,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.8,,,12.9,16.9,704,02282,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.6,,,2.4,2.9,12787,02150,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,North Slope,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,8.6,11.0,10972,02185,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-153.4728302 69.4493427),115,51
2021,AK,Alaska,Skagway,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,59.8,,,53.3,66.0,1132,02230,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-135.3382787 59.5603794),1709,51
2020,AK,Alaska,Dillingham,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,60.4,,,55.6,64.6,4772,02070,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-158.2671226 59.5433255),1672,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.4,,,16.0,21.0,110686,02170,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Skagway,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,25.7,,,21.7,30.3,1132,02230,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Northwest Arctic,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.6,4.4,7560,02188,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Dillingham,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.8,,,20.1,27.3,4772,02070,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-158.2671226 59.5433255),1672,51
2020,AK,Alaska,Lake and Peninsula,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,62.8,,,59.6,65.8,1416,02164,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Bethel,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,11.2,,,9.7,12.8,18557,02050,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Copper River,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.9,,,27.4,32.4,2630,02066,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,27.3,,,24.1,30.3,59767,02122,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Kenai Peninsula,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,11.2,,,9.4,13.0,59767,02122,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-152.0526403 60.360766),110,
2020,AK,Alaska,Fairbanks North Star,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,69.2,,,66.8,71.7,95593,02090,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Wrangell,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.8,,,7.7,10.1,2055,02275,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Copper River,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.7,,,6.7,8.9,2630,02066,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Nome,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.2,5.2,9865,02180,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.5,,,3.9,5.1,110686,02170,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,17.5,,,14.3,21.0,59767,02122,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Haines,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.4,,,16.7,24.4,2071,02100,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-135.5757906 59.0984037),1674,51
2021,AK,Alaska,Sitka,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.8,,,5.0,6.6,8407,02220,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-135.3673965 57.1932044),118,
2021,AK,Alaska,Aleutians West,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.7,,,14.0,19.9,5059,02016,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (178.338813 51.9594469),,
2020,AK,Alaska,Yakutat,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,65.6,,,63.2,68.0,704,02282,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-140.416942 60.0174528),984,51
2020,AK,Alaska,Northwest Arctic,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,23.6,,,18.2,29.9,7560,02188,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Fairbanks North Star,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.7,,,2.3,3.1,95593,02090,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-146.5481586 64.6760436),1673,51
2020,AK,Alaska,Bristol Bay,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,30.5,,,25.8,35.3,838,02060,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,North Slope,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.9,,,6.8,9.1,10972,02185,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-153.4728302 69.4493427),115,51
2021,AK,Alaska,Juneau,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,5.0,6.8,31973,02110,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Chugach,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.2,6.8,6941,02063,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-146.2030924 60.4884737),1,
2021,AK,Alaska,Petersburg,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,7.8,,,6.6,9.2,3356,02195,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30,,,24.0,36.3,12787,02150,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-153.9183721 57.7044003),,51
2020,AK,Alaska,Southeast Fairbanks,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,56.6,,,52.0,61.5,6970,02240,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-143.2186282 63.8649972),983,51
2020,AK,Alaska,Bethel,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,57,,,53.8,60.1,18557,02050,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Copper River,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.9,,,16.0,22.1,2630,02066,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.3,,,24.0,32.8,5275,02290,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.8,3.4,704,02282,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,51.7,,,46.6,56.9,2332,02105,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.2,,,5.4,7.0,13754,02130,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-131.1066847 55.4499378),111,51
2021,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.6,,,2.4,2.8,288121,02020,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-149.2843294 61.1742503),1669,51
2020,AK,Alaska,North Slope,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.9,,,31.5,34.1,10972,02185,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-153.4728302 69.4493427),115,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,17.5,,,15.1,20.0,5729,02198,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Juneau,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,23.8,,,20.5,27.4,31973,02110,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Aleutians East,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.7,,,5.1,6.5,3398,02013,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Wrangell,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,13.3,,,10.7,16.2,2055,02275,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Kusilvak,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,14.2,,,12.1,16.4,8360,02158,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.5,,,26.3,32.5,59767,02122,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Denali,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.9,,,9.0,12.8,1593,02068,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-150.0270164 63.6820386),1671,51
2020,AK,Alaska,Nome,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,27.3,,,21.7,33.5,9865,02180,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Nome,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7,,,6.2,8.0,9865,02180,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.7,,,27.8,44.0,704,02282,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Juneau,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,68.9,,,64.8,72.6,31973,02110,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,18.6,,,15.3,22.3,2332,02105,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Aleutians East,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.3,,,9.9,13.0,3398,02013,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-161.9974772 55.2450437),107,51
